unique_id,ds,cutoff,y,AutoARIMA,AutoETS,DynamicOptimizedTheta,AutoTheta,ADIDA,CrostonClassic,IMAPA,WindowAverage
00611001,2022-06-05,2022-05-15,1.3862944,1.4144545,1.6335896,1.6192936,1.5757858,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-06-12,2022-05-15,0.0,2.8524432,1.6335896,1.6192893,1.5721556,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-06-19,2022-05-15,2.1972246,1.9812417,1.6335896,1.619285,1.5685254,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-06-26,2022-05-15,1.3862944,1.6886548,1.6335896,1.6192807,1.5648953,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-07-03,2022-05-15,2.1972246,2.0615594,1.6335896,1.6192764,1.5612651,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-07-10,2022-05-15,1.609438,1.8773612,1.6335896,1.6192722,1.557635,1.6426475,1.5976529,1.6426475,1.9650463
00611001,2022-07-17,2022-07-10,2.3025851,1.5680913,1.5652628,1.5622889,1.5262486,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-07-24,2022-07-10,1.7917595,1.5680913,1.5652628,1.5622889,1.5226799,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-07-31,2022-07-10,2.1972246,1.5680913,1.5652628,1.5622889,1.5191113,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-08-07,2022-07-10,0.0,1.5680913,1.5652628,1.5622889,1.5155426,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-08-14,2022-07-10,0.6931472,1.5680913,1.5652628,1.5622889,1.511974,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-08-21,2022-07-10,0.0,1.5680913,1.5652628,1.5622889,1.5084053,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-08-28,2022-07-10,2.5649493,1.5680913,1.5652628,1.5622889,1.5048367,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-09-04,2022-07-10,0.6931472,1.5680913,1.5652628,1.5622889,1.501268,1.5680913,1.5445832,1.5680913,1.8475454
00611001,2022-09-11,2022-09-04,1.3862944,1.3386078,1.3508981,1.3581499,1.3220158,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-09-18,2022-09-04,2.5649493,1.3386078,1.3508981,1.3581499,1.3184023,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-09-25,2022-09-04,0.6931472,1.3386078,1.3508981,1.3581499,1.3147888,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-10-02,2022-09-04,1.3862944,1.3386078,1.3508981,1.3581499,1.3111753,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-10-09,2022-09-04,0.6931472,1.3386078,1.3508981,1.3581499,1.3075619,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-10-16,2022-09-04,0.6931472,1.3386078,1.3508981,1.3581499,1.3039484,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-10-23,2022-09-04,1.9459101,1.3386078,1.3508981,1.3581499,1.3003349,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-10-30,2022-09-04,0.6931472,1.3386078,1.3508981,1.3581499,1.2967215,1.3386093,1.3677349,1.3386093,0.9878109
00611001,2022-11-06,2022-10-30,2.5649493,1.2550347,1.2659943,1.2697897,1.2339969,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-11-13,2022-10-30,1.7917595,1.2550347,1.2659943,1.2697427,1.2303702,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-11-20,2022-10-30,0.0,1.2550347,1.2659943,1.2696958,1.2267435,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-11-27,2022-10-30,1.609438,1.2550347,1.2659943,1.2696488,1.2231168,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-12-04,2022-10-30,1.7917595,1.2550347,1.2659943,1.2696021,1.21949,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-12-11,2022-10-30,0.6931472,1.2550347,1.2659943,1.2695554,1.2158633,1.2550352,1.2828594,1.2550352,1.0063379
00611001,2022-12-18,2022-10-30,0.0,1.2550347,1.2659943,1.2695087,1.2122366,1.2550352,1.2828594,1.2550352,1.0063379
